,Year,Artist,Track,Length,Genre,Date Entered Rankings,Date Peaked,Days to Peak,Total Weeks,Week,Rank
13677,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,315,57,44,9.0
13957,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,273,55,45,4.0
13994,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,315,57,45,9.0
14274,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,273,55,46,5.0
14311,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,315,57,46,7.0
14591,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,273,55,47,6.0
14628,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,315,57,47,7.0
14908,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,273,55,48,8.0
14945,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,315,57,48,9.0
15225,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,273,55,49,9.0
15262,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,315,57,49,9.0
15542,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,273,55,50,10.0
